,job_title,company,job_location,country,location_type,skills,job_link,employment_type
7908,DevOps Engineer,Cynet Systems,"bellevue, wa",United States,International,"['puppet', 'cli', 'jenkins', 'subversion', 'kubernetes', 'python', 'aws', 'chef', 'automation', 'scripting', 'docker', 'containerization', 'git', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-at-cynet-systems-3748800179?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=TC2cbpGhPKUnj5%2BN4KKf0Q%3D%3D&position=17&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7909,Senior SRE/DevOps Engineer,Metabase,united states,United States,International,"['public cloud', 'prometheus', 'iac', 'business intelligence', 'terraform', 'kubernetes', 'python', 'aws', 'go', 'cd', 'grafana', 'security', 'automation', 'monitoring']",https://www.linkedin.com/jobs/view/senior-sre-devops-engineer-at-metabase-3474177328?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=0ScsWI9cEQjI6PE87zyEfQ%3D%3D&position=18&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7910,Kubernetes Engineer,Ascendion,"charlotte, nc",United States,International,"['creativity', 'kubernetes', 'python', 'aws', 'linux', 'orchestration', 'scripting', 'training', 'docker']",https://www.linkedin.com/jobs/view/kubernetes-engineer-at-ascendion-3772091195?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=qBVeBsNgTdSxuiIQqi8Kkw%3D%3D&position=19&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
7911,Cloud Engineer,Neighborly®,united states,United States,International,"['iac', 'sql', 'terraform', 'kubernetes', 'aws', 'cd', 'security', 'monitoring']",https://www.linkedin.com/jobs/view/cloud-engineer-at-neighborly%C2%AE-3756135150?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=TEifsoaYnsRiiWU6J%2Fcq5A%3D%3D&position=20&pageNum=15&trk=public_jobs_jserp-result_search-card,Full-time
7912,DevOps Engineer,"DevSelect, LLC","redmond, wa",United States,International,"['azure', 'html', 'public speaking', 'time management', 'writing skills', 'kubernetes', 'cd', 'leadership', 'communication', 'css', 'training', 'docker', 'git', 'graphql']",https://www.linkedin.com/jobs/view/devops-engineer-at-devselect-llc-3508668503?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=i88zecR5ohMLS6BSOs9obA%3D%3D&position=21&pageNum=15&trk=public_jobs_jserp-result_search-card,Full-time
7913,Senior DevOps Engineer,Rightworks,"hudson, nh",United States,International,"['azure', 'agile', 'terraform', 'teamwork', 'infrastructure as code', 'cd', 'security', 'communication', 'automation', 'training', 'interpersonal skills']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-rightworks-3765468145?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=i3vqziAtUoaYQa7tg7Ydpw%3D%3D&position=22&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7914,DevOps Engineer,Enstall,"north andover, ma",United States,International,"['jenkins', 'api gateway', 'aws', 'api', 'continuous delivery', 'leadership', 'iac', 'sql', 'saas', 'networking', 'scripting', 'sdlc', 'azure', 'devsecops', 'infrastructure as code', 'agile', 'base', 'terraform', 'cd', 'security', 'communication', 'automation', 'js', 'shell scripting']",https://www.linkedin.com/jobs/view/devops-engineer-at-enstall-3756030971?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=ObStPuDMKrkkawXBGHR33g%3D%3D&position=23&pageNum=15&trk=public_jobs_jserp-result_search-card,Contract
7915,Senior DevOps Engineer,Odaseva,"san francisco, ca",United States,International,"['data security', 'salesforce', 'python', 'aws', 'kubernetes', 'nosql', 'san', 'data privacy', 'project management', 'orchestration', 'scripting', 'docker', 'azure', 'teamwork', 'cybersecurity', 'agile', 'terraform', 'gdpr', 'cd', 'security', 'js', 'git']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-odaseva-3765157424?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=hq87btNqKw1s4ui%2FGPiSbA%3D%3D&position=24&pageNum=15&trk=public_jobs_jserp-result_search-card,Temporary
7916,DevOps / SRE,Tandym Group,"new york, ny",United States,International,"['prometheus', 'terraform', 'event sourcing', 'python', 'aws', 'cd', 'go', 'security', 'grafana', 'scripting', 'automation', 'unix', 'api', 'java', 'communication', 'ansible']",https://www.linkedin.com/jobs/view/devops-sre-at-tandym-group-3743477542?refId=yAb264dNBpPbd0ZVkUd18g%3D%3D&trackingId=5etj%2BCc2%2FUT2kHCsQxIRGQ%3D%3D&position=25&pageNum=15&trk=public_jobs_jserp-result_search-card,Internship
7917,DevOps Engineer,Enstall,"north andover, ma",United States,International,"['jenkins', 'api gateway', 'aws', 'api', 'continuous delivery', 'leadership', 'iac', 'sql', 'saas', 'networking', 'scripting', 'sdlc', 'azure', 'devsecops', 'infrastructure as code', 'agile', 'base', 'terraform', 'cd', 'security', 'communication', 'automation', 'js', 'shell scripting']",https://www.linkedin.com/jobs/view/devops-engineer-at-enstall-3756030971?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=faBRYTD45x0sMk12OBYM3Q%3D%3D&position=1&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7918,Senior DevOps Engineer,Odaseva,"san francisco, ca",United States,International,"['data security', 'salesforce', 'python', 'aws', 'kubernetes', 'nosql', 'san', 'data privacy', 'project management', 'orchestration', 'scripting', 'docker', 'azure', 'teamwork', 'cybersecurity', 'agile', 'terraform', 'gdpr', 'cd', 'security', 'js', 'git']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-odaseva-3765157424?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=O6i7i0RKXedfmsfHJREWyw%3D%3D&position=2&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7919,DevOps / SRE,Tandym Group,"new york, ny",United States,International,"['prometheus', 'terraform', 'event sourcing', 'python', 'aws', 'cd', 'go', 'security', 'grafana', 'scripting', 'automation', 'unix', 'api', 'java', 'communication', 'ansible']",https://www.linkedin.com/jobs/view/devops-sre-at-tandym-group-3743477542?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=VoDwJ4%2Fvjx0iFx7AT0SqqA%3D%3D&position=3&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7920,Lead DevOps Engineer Azure,Talener,"melville, ny",United States,International,"['azure', 'terraform', 'kubernetes', 'python', 'cd', 'go', 'automation', 'scripting', 'ansible']",https://www.linkedin.com/jobs/view/lead-devops-engineer-azure-at-talener-3745223038?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=RYDcAeiYsN6%2BSS1XaOIjew%3D%3D&position=4&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7921,DevOps Engineer,PTFS,"washington, dc",United States,International,"['jenkins', 'integration testing', 'kubernetes', 'python', 'continuous delivery', 'tdd', 'microservices', 'scripting', 'bdd', 'java', 'docker', 'scrum', 'sdlc', 'editing', 'prometheus', 'azure', 'grafana', 'influencing', 'ansible', 'agile', 'javascript', 'selenium', 'linux', 'cd', 'git']",https://www.linkedin.com/jobs/view/devops-engineer-at-ptfs-3749926835?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=cEFuceLvsSqZI8hTGv11yA%3D%3D&position=5&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7922,Systems Engineer 0 (Hybrid) - Linux/AWS/Kubernetes/Docker/Ansible),Captivation,"annapolis junction, md",United States,International,"['agile', 'kubernetes', 'aws', 'linux', 'infrastructure as code', 'os', 'security', 'communication', 'orchestration', 'chef', 'scripting', 'docker', 'ansible']",https://www.linkedin.com/jobs/view/systems-engineer-0-hybrid-linux-aws-kubernetes-docker-ansible-at-captivation-3756515040?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=V%2FLNomzxuSsULgCkIUvk3A%3D%3D&position=6&pageNum=16&trk=public_jobs_jserp-result_search-card,Full-time
7923,Senior DevOps Engineer,ASSA ABLOY Group,"lake forest, ca",United States,International,"['api gateway', 'kubernetes', 'aws', 'api', 'serverless', 'nosql', 'graphql', 'gcp', 'azure', 'r', 'infrastructure as code', 'collaboration', 'classification', 'ansible', 'base', 'terraform', 'team collaboration', 'cd', 'security', 'communication', 'automation', 'monitoring']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-assa-abloy-group-3752359412?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=6ms66UDq9ltzzJDAh7V9Sg%3D%3D&position=7&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7924,DevOps Engineer,Charon Technologies,"herndon, va",United States,International,"['jira', 'jenkins', 'linux', 'workplace diversity', 'security', 'automation', 'scripting', 'monitoring', 'docker']",https://www.linkedin.com/jobs/view/devops-engineer-at-charon-technologies-3609001024?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=EwivTsDCIOtNX83zu4ls6Q%3D%3D&position=8&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7925,Cloud DevOps Engineer,Matlen Silver,"lincoln, ne",United States,International,"['puppet', 'jenkins', 'kubernetes', 'python', 'aws', 'api', 'chef', 'iac', 'networking', 'orchestration', 'scrum', 'java', 'docker', 'containerization', 'azure', 'infrastructure as code', 'cybersecurity', 'ansible', 'agile', 'cloud service providers', 'terraform', 'linux', 'cd', 'communication', 'automation', 'monitoring', 'git']",https://www.linkedin.com/jobs/view/cloud-devops-engineer-at-matlen-silver-3767056651?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=gmIIqr5SckCiapgk2lhbFQ%3D%3D&position=9&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7926,"DevOps Engineer, Junior",Booz Allen Hamilton,"alexandria, va",United States,International,"['jenkins', 'networking', 'kubernetes', 'aws', 'amazon web services', 'linux', 'collaboration', 'communication', 'security', 'automation', 'chef', 'unix', 'monitoring', 'leadership development', 'docker', 'mentoring', 'leadership', 'ansible']",https://www.linkedin.com/jobs/view/devops-engineer-junior-at-booz-allen-hamilton-3688800990?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=BborkCz%2Fkj4cWhVVIYsIog%3D%3D&position=10&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7927,Senior Cloud Engineer (US),WALT Labs,united states,United States,International,"['nagios', 'jenkins', 'terraform', 'gcp', 'kubernetes', 'aws', 'cd', 'grafana', 'orchestration', 'monitoring', 'docker', 'ansible']",https://www.linkedin.com/jobs/view/senior-cloud-engineer-us-at-walt-labs-3780874440?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=0HqQO0wTUOsl0Qgp06hkOA%3D%3D&position=11&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7928,DevSecOps Lead Engineer,Adame Services,"charlotte, nc",United States,International,"['devsecops', 'azure', 'jenkins', 'gcp', 'kubernetes', 'aws', 'cd', 'collaboration', 'security', 'incident response', 'automation', 'communication', 'training', 'docker']",https://www.linkedin.com/jobs/view/devsecops-lead-engineer-at-adame-services-3763566315?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=7CHWPqgHJMO6874vkjq%2FGw%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7929,DevOps Engineer,Bright Horizons,"newton, ma",United States,International,"['puppet', 'jenkins', 'diversity and inclusion', 'python', 'jira', 'html', 'networking', 'scripting', 'java', 'training', 'docker', 'sdlc', 'azure', 'decision making', 'css', 'ansible', 'terraform', 'linux', 'cd', 'security', 'automation', 'monitoring', 'shell scripting', 'git']",https://www.linkedin.com/jobs/view/devops-engineer-at-bright-horizons-3756677998?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=nGn60wjorlQUhaGvQoCKHQ%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7930,DevOps Engineer,Tree Top Staffing LLC,"houston, tx",United States,International,"['sql', 'python']",https://www.linkedin.com/jobs/view/devops-engineer-at-tree-top-staffing-llc-3780833033?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=4jJZsehGHTaRLCx3iqLxlw%3D%3D&position=14&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7931,SalesForce DevOps Engineer,HireKeyz Inc,united states,United States,International,"['version control', 'devsecops', 'agile', 'jenkins', 'version control system', 'salesforce', 'cd', 'go', 'communication', 'automation', 'git']",https://www.linkedin.com/jobs/view/salesforce-devops-engineer-at-hirekeyz-inc-3736669862?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=s7xD%2Fhg9ttbKcvt%2FVLNxGg%3D%3D&position=15&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7932,Senior DevOps Engineer,Bigfoot Biomedical,san francisco bay area,United States,International,"['public cloud', 'jenkins', 'terraform', 'business acumen', 'kubernetes', 'python', 'aws', 'infrastructure as code', 'cd', 'automation', 'orchestration', 'scripting', 'monitoring', 'docker', 'san']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-bigfoot-biomedical-3702645067?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=9DVnRlqrmYABCi7LDg2GNg%3D%3D&position=16&pageNum=16&trk=public_jobs_jserp-result_search-card,Part-time
7933,AWS Devops Engineer,"ComForCare Home Care (Raleigh, NC)","fort worth, tx",United States,International,"['iac', 'jenkins', 'terraform', 'kubernetes', 'change management', 'aws', 'problem solving', 'communication', 'security', 'automation', 'microservices', 'scripting', 'monitoring', 'git', 'ansible']",https://www.linkedin.com/jobs/view/aws-devops-engineer-at-comforcare-home-care-raleigh-nc-3771566628?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=2zkzSrx20D74A9sI1b1BVA%3D%3D&position=17&pageNum=16&trk=public_jobs_jserp-result_search-card,Temporary
7934,Lead DevOps Engineer,Movement8,"atlanta, ga",United States,International,"['terraform', 'kubernetes', 'aws', 'cd', 'automation', 'docker', 'ansible']",https://www.linkedin.com/jobs/view/lead-devops-engineer-at-movement8-3779686183?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=9vzcGu7%2F7Z10%2FpznywXiJA%3D%3D&position=18&pageNum=16&trk=public_jobs_jserp-result_search-card,Full-time
7935,DevOps & QA Engineer,Paynuity,"orlando, fl",United States,International,"['agile', 'selenium', 'python', 'aws', 'collaboration', 'security', 'communication', 'automation', 'scripting', 'scrum', 'automated testing', 'docker', 'containerization']",https://www.linkedin.com/jobs/view/devops-qa-engineer-at-paynuity-3581047941?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=ymiJp76Nyejmk6RJp7sD5g%3D%3D&position=19&pageNum=16&trk=public_jobs_jserp-result_search-card,Full-time
7936,"Sr. Engineer - Cloud, Infrastructure & Operations",Vuori,"carlsbad, ca",United States,International,"['load balancing', 'azure', 'cloud security', 'vpn', 'terraform', 'networking', 'aws', 'security', 'communication', 'automation', 'interpersonal skills', 'ansible']",https://www.linkedin.com/jobs/view/sr-engineer-cloud-infrastructure-operations-at-vuori-3753084079?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=kFEqZfAkyD9EAt4rUw%2FI%2Fg%3D%3D&position=20&pageNum=16&trk=public_jobs_jserp-result_search-card,Contract
7937,Program Coordinator,Osaic,united states,United States,International,"['database management', 'azure', 'organizational skills', 'change management', 'excel', 'collaboration', 'communication', 'facilitation', 'leadership']",https://www.linkedin.com/jobs/view/program-coordinator-at-osaic-3759723289?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=MKwBHUsXP3QoLzoRL7Pqow%3D%3D&position=21&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7938,Platform Engineer,Sunday,"boulder, co",United States,International,"['kubernetes', 'python', 'continuous delivery', 'gcp', 'go', 'scripting', 'docker', 'k8s', 'software architecture', 'teamwork', 'infrastructure as code', 'problem solving', 'collaboration', 'classification', 'agile', 'terraform', 'cd', 'security', 'communication', 'monitoring']",https://www.linkedin.com/jobs/view/platform-engineer-at-sunday-3757741696?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=ZkJf2M7GLxgIKL9RhhIAVQ%3D%3D&position=22&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7939,Platform Engineer,Sunday,"boulder, co",United States,International,"['agile', 'software architecture', 'terraform', 'gcp', 'kubernetes', 'python', 'cd', 'continuous delivery', 'security', 'go', 'communication', 'scripting', 'monitoring', 'docker', 'k8s']",https://www.linkedin.com/jobs/view/lead-devops-engineer-at-interactive-resources-ir-3771737284?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=Y4cUmw6xHZ2qlQAJtkHy%2Bg%3D%3D&position=23&pageNum=16&trk=public_jobs_jserp-result_search-card,Full-time
7940,Senior Devops Engineer,Cradlepoint,"california, united states",United States,International,"['jenkins', 'kubernetes', 'python', 'leadership', 'empathy', 'saas', 'networking', 'creativity', 'scripting', 'training', 'docker', 'collaboration', 'classification', 'service mesh', 'writing skills', 'terraform', 'base', 'linux', 'cd', 'communication', 'security', 'automation', 'monitoring']",https://www.linkedin.com/jobs/view/senior-devops-engineer-at-cradlepoint-3760303539?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=4xuYxbFnLfl%2FFEpLLUbtOg%3D%3D&position=24&pageNum=16&trk=public_jobs_jserp-result_search-card,Contract
7941,CloudOps Engineer,People Tech Group Inc,"redmond, wa",United States,International,"['cloud security', 'iac', 'prometheus', 'api gateway', 'vpn', 'cloudops', 'terraform', 'networking', 'aws', 'infrastructure as code', 'api', 'communication', 'security', 'automation', 'monitoring']",https://www.linkedin.com/jobs/view/cloudops-engineer-at-people-tech-group-inc-3761349418?refId=oJ6aDA%2FgzllAbFNTgwdLdw%3D%3D&trackingId=qn25KZ7c8%2FgNclfSrsi1vg%3D%3D&position=25&pageNum=16&trk=public_jobs_jserp-result_search-card,Internship
7942,"Sr. Engineer - Cloud, Infrastructure & Operations",Vuori,"carlsbad, ca",United States,International,"['load balancing', 'azure', 'cloud security', 'vpn', 'terraform', 'networking', 'aws', 'security', 'communication', 'automation', 'interpersonal skills', 'ansible']",https://www.linkedin.com/jobs/view/sr-engineer-cloud-infrastructure-operations-at-vuori-3753084079?refId=90VSFPmBNLFUlibQAMvVqQ%3D%3D&trackingId=KNNZIhpT5xVGuMrGuCtH0A%3D%3D&position=1&pageNum=17&trk=public_jobs_jserp-result_search-card,Temporary
7943,Program Coordinator,Osaic,united states,United States,International,"['database management', 'azure', 'organizational skills', 'change management', 'excel', 'collaboration', 'communication', 'facilitation', 'leadership']",https://www.linkedin.com/jobs/view/program-coordinator-at-osaic-3759723289?refId=90VSFPmBNLFUlibQAMvVqQ%3D%3D&trackingId=Gj5p2UpGgY8P%2F9Z6jWqNSQ%3D%3D&position=2&pageNum=17&trk=public_jobs_jserp-result_search-card,Part-time
